DOID,Type,MeSH,UMLS_CUI
10188,DIS,,"C0153968, C0347394"
1019,DIS,,C0008707
10190,DIS,,C1333970
10192,DIS,D008067,C0205823
10193,DIS,,C1333059
10194,DIS,,C1335744
10195,DIS,,C1335434
10199,DIS,,C0349565
10200,DIS,,C1332932
10201,DIS,,C1333747
10203,DIS,,C0347423
10205,DIS,,C0347429
10206,DIS,,C0153972
10207,DIS,,C1335348
10208,DIS,,C1266131
10209,DIS,,C1333509
10211,DIS,,C0006739
1022,DIS,D010874,"C0031946, C0153241"
10223,DIS,D003882,C0011633
1023,DIS,D015439,C0023346
10230,DIS,,C0155733
10234,DIS,,C0153279
10235,DIS,D015835,C0155339
10236,DIS,,C0015269
1024,DIS,D007918,C0023343
10241,DIS,,
10242,DIS,D016873,C0085399
10247,DIS,,C0029799
1025,DIS,D015441,C0023351
10250,DIS,D008146,C0024025
10254,DIS,,C0152456
10261,DIS,,C0155540
10264,DIS,D009107,C0026780
10266,DIS,,C0155655
10272,DIS,,C0155702
10273,DIS,,C0029630
10283,DIS,D011471,"C0033578, C0376358"
10286,DIS,,C0600139
10287,DIS,,C1302530
10289,DIS,C549759,C1334615
1029,DIS,D010245,C0030443
10290,DIS,,C1335512
10293,DIS,D004948,C0152204
10300,DIS,,C0034734
10301,DIS,D010309,C0030583
10302,DIS,D010305,C0030579
10303,DIS,D012793,C0037023
10310,DIS,D008587,C0025297
10314,DIS,,"C0014118, C0375268"
10316,DIS,D011009,C0032273
10319,DIS,,C0340184
10320,DIS,D001195,C0003949
10321,DIS,C537080,C0340177
10322,DIS,D001607,C0005138
10323,DIS,D002095,C0006542
10324,DIS,D000874,C0003164
10325,DIS,D012829,C0037116
10326,DIS,D002205,C0006915
10327,DIS,D055008,C0003165
10328,DIS,D012806,C0037061
10329,DIS,,C0238377
10330,DIS,,C0340186
10331,DIS,,C0264435
10337,DIS,,C0271342
10341,DIS,,C0154653
10348,DIS,D016569,C0005744
10349,DIS,,C0037619
1035,DIS,,C1292777
10350,DIS,D047688,C0006144
10352,DIS,,C1305875
10353,DIS,,C0156318
10354,DIS,D005348,C0016034
1036,DIS,,
10361,DIS,,C0154652
10366,DIS,,C0153602
10368,DIS,,C1510784
1037,DIS,D007945,C0023448
10371,DIS,D015001,C0043388
10375,DIS,D000550,C0750903
10376,DIS,D000550,C0002418
10377,DIS,,C0152190
10378,DIS,,C0152189
10383,DIS,D020968,C1510479
1039,DIS,D015463,C0023486
10393,DIS,D010005,C0029412
10398,DIS,D010930,"C0152937, C0152938"
10399,DIS,,C0153205
104,DIS,D001424,C0004623
1040,DIS,D015451,C0023434
10400,DIS,,C0578661
10423,DIS,,C0001342
10426,DIS,,
10428,DIS,,C0155131
10435,DIS,,C0155439
10439,DIS,,C0155072
10440,DIS,,C0155071
10441,DIS,,C0155067
10442,DIS,,C0155070
10443,DIS,,C0020641
10444,DIS,,C0155068
10445,DIS,,C0151844
10456,DIS,D014069,"C0040425, C0149517"
10457,DIS,D007877,C0023241
10458,DIS,D007876,C0023240
10459,DIS,D003139,C0009443
10460,DIS,D009304,"C0027441, C0155826"
10461,DIS,,C0266846
10471,DIS,,C0158317
10480,DIS,D003965,C0011981
10481,DIS,,C0152097
10485,DIS,D004933,C0014850
10486,DIS,D007409,C0021828
10487,DIS,,
10488,DIS,D001006,C0003466
10493,DIS,,
10499,DIS,,C0155262
10507,DIS,,C0152107
10516,DIS,,C0155395
10518,DIS,,C3831782
10519,DIS,,C0155396
10520,DIS,,C0155392
10525,DIS,,C0155157
10526,DIS,,
10533,DIS,D011024,C0032310
10534,DIS,D013274,"C0024623, C0038356"
10536,DIS,,C1334585
10538,DIS,,C0153420
10540,DIS,,C0349532
10541,DIS,,C0349530
10544,DIS,,C0153418
10547,DIS,,C0153419
10548,DIS,,C0153417
10550,DIS,,C0155429
10554,DIS,D008590,C0025309
10556,DIS,,C0157456
1056,DIS,,
10567,DIS,,"C0153234, C0276007"
10568,DIS,,"C0275990, C0275998"
10573,DIS,,C0029442
10575,DIS,,
10579,DIS,,
10581,DIS,,
10582,DIS,,
10584,DIS,,
10587,DIS,,
10588,DIS,,
1059,DIS,,C0025362
10590,DIS,,C0156664
10591,DIS,D011225,C0032914
10593,DIS,,C0154756
10595,DIS,,
106,DIS,D014396,"C0041326, C0152531"
1060,DIS,,
10600,DIS,,C0008701
10602,DIS,,
10603,DIS,D018149,C0271650
10604,DIS,D007787,C0022951
10605,DIS,D012778,C0036992
10606,DIS,D001765,C0005750
10607,DIS,D013182,C0038054
10608,DIS,D002446,C0007570
10609,DIS,,
10610,DIS,,C0152166
10611,DIS,D011504,C0033680
10612,DIS,,C0149526
10615,DIS,,C0153195
10616,DIS,,C0269061
10619,DIS,,C0596869
1062,DIS,,
10627,DIS,,
10629,DIS,D008850,C0026010
1063,DIS,,
10631,DIS,,C0155295
10632,DIS,,
1064,DIS,,
10646,DIS,,C0036363
10648,DIS,,C0155640
10649,DIS,,C0155636
10651,DIS,,C0155627
10652,DIS,,C0002395
10655,DIS,,C0940607
10656,DIS,,C1333092
10657,DIS,,C1333094
1066,DIS,,C0154944
10660,DIS,,C1334673
10661,DIS,,C1334653
1067,DIS,D005902,C0017612
1068,DIS,,
10685,DIS,,C1510447
10686,DIS,C535998,C0152243
10688,DIS,,C0020565
10690,DIS,D008413,C0024894
10691,DIS,,C0156321
10697,DIS,,C0154774
10699,DIS,D010237,C0030424
1070,DIS,D005902,C0339573
10718,DIS,D005873,C0017536
10719,DIS,,C0154138
1073,DIS,D006977,C0020544
1074,DIS,D051437,C0035078
10742,DIS,,C0007788
10744,DIS,,C0346866
10754,DIS,D010033,C0029882
10755,DIS,D059270,"C0155448, C0155449"
1076,DIS,,C0085697
10762,DIS,,C0020541
10763,DIS,D006973,C0020538
10772,DIS,D011697,C0034155
10773,DIS,D010930,C0282312
10778,DIS,,C0155689
10779,DIS,,C0155690
10780,DIS,,C0152264
10782,DIS,D008640,C0025469
10783,DIS,D008708,C0025637
10784,DIS,,
10787,DIS,D008594,C0025322
1079,DIS,D012719,C0036850
10790,DIS,,C0008683
10791,DIS,D015522,C0016735
10792,DIS,,C0008698
10793,DIS,,C0008712
10794,DIS,D015524,C0037886
1080,DIS,D005368,C0016085
10802,DIS,,C0153193
10808,DIS,D013276,C0038358
1081,DIS,D008368,C0024759
10810,DIS,,C0158321
10811,DIS,,C0728864
10812,DIS,,C1334923
10813,DIS,,C1334921
10816,DIS,,C0278804
10817,DIS,D012448,C0036913
1082,DIS,D004184,C0012602
10823,DIS,,C0024588
10824,DIS,,C0020540
10825,DIS,C562386,C0085580
10834,DIS,,C0042979
10835,DIS,,C0156315
10841,DIS,D020242,C0153065
10842,DIS,,C0153066
10843,DIS,D020241,C0153064
10844,DIS,D004672,C0014057
10845,DIS,D004674,C0014060
10846,DIS,,C0267367
10849,DIS,D008398,C0036908
1085,DIS,D000073842,C0152096
10852,DIS,,C0155492
10854,DIS,,C0029773
10863,DIS,,C0152221
10864,DIS,D015840,C0271370
10865,DIS,D020434,C0271355
10866,DIS,D015840,C0271371
10869,DIS,,
10871,DIS,D008268,C0242383
10873,DIS,,C0271084
1088,DIS,,C0025299
10880,DIS,,C0155772
10881,DIS,D006232,C0018572
10882,DIS,D011000,C0032238
10883,DIS,D006557,C0019338
10887,DIS,D015440,C0023348
1089,DIS,,
10892,DIS,D007021,C0848558
10907,DIS,D008831,C0025958
10908,DIS,D006849,C0020255
1091,DIS,,
10913,DIS,,C0155583
10914,DIS,,"C0002622, C0002625"
10915,DIS,,
10919,DIS,,
10921,DIS,D000073605,C0549160
10923,DIS,D000755,"C0002895, C0019034"
10927,DIS,,C0156042
10930,DIS,,C0006012
10931,DIS,,C0011548
10932,DIS,,C0009595
10933,DIS,,C0028768
10934,DIS,,C0026773
10935,DIS,,"C0012746, C0041857"
10936,DIS,,C0036339
10937,DIS,,C0021122
10938,DIS,,C0030477
10939,DIS,,C0003431
1094,DIS,,"C0041671, C0154629"
10941,DIS,,
10944,DIS,D014060,C0040409
10952,DIS,D009393,C0027697
10955,DIS,D013322,C0038463
10963,DIS,,C0155489
10964,DIS,D018424,"C0008374, C0155490"
10965,DIS,D002547,"C0023882, C0154695"
10966,DIS,D009402,C0027721
10967,DIS,,C0270805
10968,DIS,D002547,C0154698
10969,DIS,D006429,C0392550
10970,DIS,D002547,C0154697
10971,DIS,,C0156327
10972,DIS,,C0036133
10973,DIS,,C0269038
10974,DIS,D009869,C0029051
10976,DIS,D015433,C0017665
1098,DIS,D004899,C0014761
10983,DIS,D009394,C0027706
10986,DIS,D015299,C0012624
10989,DIS,,C0042370
1099,DIS,,
10991,DIS,,C0751739
10992,DIS,D004684,C0014077
10997,DIS,,C0271163
110,DIS,D007905,C0023308
1100,DIS,D010049,C0029928
11014,DIS,,C0156183
11028,DIS,,C0155161
11029,DIS,D059407,C0152255
11030,DIS,D015715,C0010037
11031,DIS,,C0155111
11032,DIS,,C0155110
11033,DIS,,C0155109
11034,DIS,,C0474442
11036,DIS,,C0341694
11037,DIS,,C0236795
11038,DIS,,C0683416
11042,DIS,D005258,C0015773
11044,DIS,D020139,C0265706
11049,DIS,D008471,C0025048
11054,DIS,D001749,"C0005684, C0005695"
11055,DIS,D010326,C0030636
1106,DIS,,C1333459
11060,DIS,D010923,C0032046
1107,DIS,,C0152018
11076,DIS,,
11077,DIS,D002006,C0006309
11079,DIS,,C0019575
1108,DIS,,C1333460
11080,DIS,D009198,C0027030
11086,DIS,,C0008512
11088,DIS,D001238,C0004045
11100,DIS,D011778,C0034362
11101,DIS,D014205,C0040830
11102,DIS,D001474,C0004771
11103,DIS,D000073605,C0035597
11104,DIS,D000073605,C0038041
11105,DIS,C562733,C0311338
11111,DIS,D006869,C0020295
11119,DIS,,C0040517
11120,DIS,,C0154466
11121,DIS,D011671,C0034103
11123,DIS,D011695,C0034152
11125,DIS,,C0235604
11126,DIS,,C0154301
11129,DIS,,C0155487
11130,DIS,,C0155616
11132,DIS,,
11133,DIS,,C1443972
11134,DIS,,C0155231
1114,DIS,,C1333466
11148,DIS,,C0154968
11149,DIS,,C1135189
1115,DIS,,C0153519
11151,DIS,D041761,C0947622
11153,DIS,D008883,C0162423
11155,DIS,D007007,C0020620
11156,DIS,D007007,C0003028
1116,DIS,D001885,C0006015
11161,DIS,,C0521648
11162,DIS,,C0264490
11164,DIS,C562399,C0155120
11165,DIS,,
11168,DIS,D003218,"C0009663, C0554632"
11175,DIS,D015841,C0014306
11177,DIS,,C0152197
11180,DIS,,C0271446
11181,DIS,,C0155421
11184,DIS,,C0029668
11186,DIS,,C0153285
11189,DIS,,C0034100
11190,DIS,,C0155144
11193,DIS,D013576,C0039075
11195,DIS,,C0155817
11197,DIS,,C0155142
11198,DIS,,
11199,DIS,D007011,C0020626
112,DIS,,"C0155789, C0155791"
11200,DIS,,
11201,DIS,D010279,C0030517
11202,DIS,D049950,"C0221002, C0271846"
11203,DIS,,C0001309
11204,DIS,D003233,C0009766
11206,DIS,,C0029095
11211,DIS,,C0311251
11212,DIS,D006871,C0020302
11213,DIS,,C1313983
11217,DIS,,C0395849
11219,DIS,,C0155143
11223,DIS,,C0267502
11227,DIS,D003232,C0009765
1123,DIS,D025242,C0949691
11230,DIS,,C0155256
11231,DIS,,C0155257
11232,DIS,,C0155258
11233,DIS,,C0155259
11234,DIS,D054517,C0149507
11235,DIS,,C0155478
11239,DIS,D001063,C0496779
11240,DIS,D001063,C0003614
11241,DIS,,C1332328
11242,DIS,,C0272153
11243,DIS,,C0158996
11244,DIS,D000751,C0002891
11245,DIS,,C0158997
11246,DIS,,C0158992
11247,DIS,D004211,C0012739
11249,DIS,D014813,C0042880
11252,DIS,C562385,C0085576
11254,DIS,D014438,C0006181
11256,DIS,D014437,"C0041471, C0041472"
11257,DIS,,C0031572
11258,DIS,D002372,C0007361
11260,DIS,D011818,C0034494
11262,DIS,D009956,C0029291
11263,DIS,D002689,
11265,DIS,D014141,"C0040592, C0153107"
11266,DIS,D006480,C0019101
11267,DIS,C536156,C0152455
11269,DIS,,C0392492
11277,DIS,,C0342127
11282,DIS,,C0152131
11283,DIS,,C0154888
11285,DIS,D013985,C0040197
11289,DIS,,C0155891
1129,DIS,D010899,C0032001
11294,DIS,,C0334533
11295,DIS,D000071071,C0154834
11299,DIS,,C0155724
1130,DIS,,C0342405
11302,DIS,,C0546996
11312,DIS,,C0155700
11315,DIS,,C0153270
11316,DIS,,C0153278
11320,DIS,D007733,C0022810
11328,DIS,,C0036358
11329,DIS,D000387,C0001860
11330,DIS,D004886,C0014733
11335,DIS,D012507,C0036202
11336,DIS,D012226,C0035468
11337,DIS,D005674,C0027537
11338,DIS,D013742,C0039614
11339,DIS,D011020,C1535939
1134,DIS,D005889,"C0017572, C0266916"
11342,DIS,D001112,C0003742
11343,DIS,D015422,C0036412
11353,DIS,C562406,C0156273
11354,DIS,,C0156265
11355,DIS,D001744,C0005683
11360,DIS,D010217,C0030372
11364,DIS,D007906,C0023316
11367,DIS,,C0152422
11371,DIS,,C0156173
11372,DIS,,
11374,DIS,,C0152167
11379,DIS,D058429,C0018013
1138,DIS,D008579,C0347515
11382,DIS,D016510,C0085109
11383,DIS,D003456,C0010417
11385,DIS,,C0236826
11387,DIS,D020802,C0270629
11389,DIS,D013354,C0038539
11390,DIS,,C0007773
11394,DIS,D012128,C0035222
11396,DIS,D011654,C0034063
114,DIS,D006331,C0018799
1140,DIS,,C1334264
11400,DIS,D011704,C0034186
11401,DIS,D011705,C0034188
11405,DIS,D003354,C0010153
11406,DIS,D002833,C0008526
1142,DIS,D005099,C0152207
11424,DIS,,C0014177
11427,DIS,,C0269106
11428,DIS,,C0156347
11429,DIS,,C0156345
1143,DIS,D005099,C0015310
11430,DIS,,C0156348
11431,DIS,,C0156346
11432,DIS,,C0156344
11446,DIS,D020426,C0149940
11450,DIS,,
11452,DIS,,C0158976
11457,DIS,,C0009592
11459,DIS,D011559,C0033845
11465,DIS,,C0154691
11472,DIS,,C0153485
11476,DIS,D010024,C0029456
1148,DIS,C562429,"C0152427, C0220697"
11481,DIS,,C0031048
11482,DIS,,C0019064
11486,DIS,D006732,C0019937
11488,DIS,,C0154690
11491,DIS,,C0152202
115,DIS,,C0007177
11502,DIS,D008944,"C0026266, C0158619"
11503,DIS,D003929,C0271686
11504,DIS,,C0259749
11506,DIS,D010035,C0029888
11507,DIS,,C0154575
11512,DIS,,C0019154
11514,DIS,D014063,C0040412
11516,DIS,,C0152105
11518,DIS,,C0155376
11520,DIS,,C0155596
11527,DIS,D007829,C0023075
11541,DIS,,C0155119
11543,DIS,,C0155091
11547,DIS,,C0162281
11549,DIS,D000270,C0001519
11550,DIS,D015840,C0028866
11552,DIS,,C0155115
11554,DIS,D057129,C0544008
11555,DIS,D005642,C0016781
11557,DIS,,C0155415
11558,DIS,,C0155418
1156,DIS,,"C0033802, C0157852"
11561,DIS,D058437,C0152132
11563,DIS,,C0152026
11569,DIS,,C0027821
11572,DIS,D008584,C0025293
11573,DIS,D008088,C0023860
11574,DIS,,C0154639
11577,DIS,D000077684,C0392548
11581,DIS,,C0155080
11589,DIS,,
1159,DIS,,C0013396
11593,DIS,,C0496828
11594,DIS,,C0155363
11595,DIS,,C0155359
11599,DIS,D013547,C0038994
116,DIS,,"C0346609, C0349574"
11603,DIS,D006177,C1449721
11608,DIS,D016921,C0085438
11612,DIS,D011085,C0032460
11613,DIS,D017588,C0206081
11615,DIS,D010412,"C0153600, C0153601"
11623,DIS,D003790,C0011407
11624,DIS,D010412,C0030849
11629,DIS,,C1456255
11633,DIS,D018382,C2940786
11634,DIS,D009230,C0027145
11637,DIS,,C0152196
11638,DIS,D011305,C0033075
11653,DIS,,C0162280
11656,DIS,D010390,"C0030804, C0157721"
1166,DIS,C538103,"C0085574, C0158178"
11661,DIS,D003117,C0155017
11664,DIS,D009400,C0027719
11665,DIS,D000073839,C0152095
11668,DIS,,C0155212
11669,DIS,,C0155213
11671,DIS,,C0155214
11678,DIS,D009855,C0029001
1168,DIS,D006949,"C0020473, C0020476"
11684,DIS,,C1321683
11685,DIS,,C0376117
11693,DIS,,C0155934
11695,DIS,,C0155773
117,DIS,D006338,"C0018809, C0153500"
11701,DIS,D017098,C0162538
11702,DIS,D004406,C0013374
11705,DIS,,
1171,DIS,D006954,C0020481
11712,DIS,D003923,C0011859
11713,DIS,,C0011875
11714,DIS,,
11716,DIS,D011236,C0362046
11717,DIS,,C0158981
11718,DIS,,C0154540
11719,DIS,D039141,C0270952
1172,DIS,D006953,C0020480
11720,DIS,D049310,C0751336
11721,DIS,,
11722,DIS,,
11723,DIS,D020388,C0013264
11724,DIS,D049288,C0686353
11725,DIS,,
11726,DIS,D020389,C0410189
11727,DIS,D020391,C0238288
11729,DIS,D008193,"C0024198, C0752235"
11736,DIS,,C0341004
11746,DIS,,C0153581
11747,DIS,,"C0153577, C0153584"
11748,DIS,,C0346867
11750,DIS,,C0275742
11752,DIS,,C0154773
11754,DIS,,C0271001
11755,DIS,D042883,C0701818
11758,DIS,,C0029810
11759,DIS,,
1176,DIS,D001982,C0006261
11760,DIS,,C0158444
11766,DIS,,C0154788
11771,DIS,D009759,C0271384
11772,DIS,,C0152458
11776,DIS,,C0154789
11781,DIS,,C0152193
11782,DIS,D001251,C0004106
11783,DIS,,C0155488
11786,DIS,,C1260402
11787,DIS,,C0398661
11793,DIS,,C0155102
11797,DIS,,C0155836
118,DIS,,C0031039
11801,DIS,D011502,C0033677
11809,DIS,,C0153613
11811,DIS,,C0153612
11812,DIS,,C0349666
11813,DIS,,C0496826
11814,DIS,,C0153611
11816,DIS,,C0155366
11817,DIS,,C0153615
11818,DIS,,C0153614
11819,DIS,D014516,C0153619
11820,DIS,,C0496827
11821,DIS,,C1332561
11823,DIS,D006530,C0019212
11824,DIS,,C0311284
11829,DIS,D047728,C0154778
11830,DIS,D009216,C0027092
11831,DIS,D019575,C0155320
11832,DIS,D012640,C0270824
11836,DIS,D003025,C0009081
11838,DIS,,C0238352
11839,DIS,,C0153599
1184,DIS,,
11840,DIS,,C0010073
11843,DIS,,C0158623
11847,DIS,,C0010072
11850,DIS,,C0155000
11851,DIS,,C0021192
11853,DIS,D005099,C0152206
11864,DIS,,C0339394
11868,DIS,,
1187,DIS,D020429,C0751932
11870,DIS,,
11871,DIS,,C0155076
11874,DIS,,C0155019
11875,DIS,D013282,C0038364
1188,DIS,D020422,C0494491
11885,DIS,D014516,C0041955
11887,DIS,,C1336875
11888,DIS,,C1336877
11889,DIS,,C0024621
119,DIS,D014625,"C0042237, C0042258"
11905,DIS,,C0496814
11907,DIS,D004473,C0013568
11914,DIS,D018589,C0152020
11917,DIS,,C0011638
1192,DIS,D010524,"C0031118, C0206727"
11920,DIS,,C0153489
11934,DIS,D006258,C0018671
11949,DIS,D007562,C0022336
1195,DIS,,C0238309
11963,DIS,D004941,C0014868
11968,DIS,,C0156409
11971,DIS,,
11975,DIS,C535970,C0155299
11976,DIS,D001906,C0006057
11981,DIS,D009767,C0028756
11983,DIS,,
11984,DIS,,C0007194
11988,DIS,,C0155162
11990,DIS,,C0152941
11991,DIS,D010023,C0029455
11994,DIS,,C0156312
11996,DIS,D013086,C0037856
11997,DIS,D013088,C0037859
120,DIS,D005833,"C0017416, C0153585"
12001,DIS,,C1336773
12002,DIS,,C1336774
12003,DIS,,C0345946
1201,DIS,,C1263897
12010,DIS,,C0155305
12016,DIS,,"C0153635, C1263886"
12028,DIS,D006929,C1384514
12029,DIS,D009879,C0029077
1203,DIS,,C0154325
12030,DIS,D015864,C0030343
12043,DIS,,C0270204
1205,DIS,D006967,C0020517
12053,DIS,D003453,C0010414
12055,DIS,,C0154648
1206,DIS,,C0035372
12064,DIS,,C1334674
12070,DIS,,C1135229
12072,DIS,,C0152163
12084,DIS,,C0158007
12087,DIS,,C0155095
1209,DIS,,C0155302
12096,DIS,D011906,C0152062
12098,DIS,D014277,C0040997
121,DIS,D014623,C0042251
1210,DIS,D009902,C0029134
12105,DIS,,C0021396
12108,DIS,,C0344289
12117,DIS,C562405,C0155912
12118,DIS,D000097545,C0020807
12119,DIS,D006486,C0019114
12120,DIS,D011649,C0034050
12123,DIS,,C0175999
12124,DIS,,C0155351
12125,DIS,,C0155084
12128,DIS,,C0031873
12129,DIS,,C0006370
12132,DIS,D014890,C3495801
12134,DIS,D006467,C0019069
12139,DIS,,C0013415
1214,DIS,,C0155477
12140,DIS,D014355,C0041234
12143,DIS,D001750,C0005697
12144,DIS,,C0489967
12145,DIS,,C0341747
12148,DIS,C536591,C0152069
12155,DIS,D008216,C0024266
12156,DIS,D001100,C0003708
12157,DIS,D008582,C0025290
12161,DIS,,C1320640
12162,DIS,,C0154858
12163,DIS,,C0154857
12164,DIS,,C0154855
12165,DIS,,C0154856
12166,DIS,,C0154854
12167,DIS,,C0154859
12168,DIS,,C1288279
12169,DIS,D002349,C0007286
1217,DIS,D005213,C0015655
12170,DIS,,C0154744
12171,DIS,D020425,C0748226
12175,DIS,,C0152077
12176,DIS,D006042,C0018021
12177,DIS,D017074,C0009447
12179,DIS,,C0546826
1218,DIS,D004451,C0013514
12185,DIS,,C0029696
1219,DIS,D004011,C0012102
12190,DIS,,C0153435
12191,DIS,,C0153440
12192,DIS,D012811,C0153436
12196,DIS,,C0155074
12197,DIS,,C0259799
12205,DIS,D003715,C0011311
12206,DIS,D019595,C0019100
12211,DIS,D004605,C0013884
12215,DIS,D016104,C0079924
12217,DIS,,C0752347
1222,DIS,D002357,C0007302
12223,DIS,,C0158332
12225,DIS,D013585,C0878705
12234,DIS,,C0267183
12236,DIS,D008105,"C0008312, C0023892"
12237,DIS,D001655,C0005403
12239,DIS,,C1412037
12241,DIS,D017086,C0005283
12246,DIS,,C0153277
12253,DIS,,C0349644
12257,DIS,,C0154206
12259,DIS,,
12265,DIS,,C0156328
1227,DIS,D009503,C0027947
12270,DIS,D003103,C0009363
12271,DIS,,
12273,DIS,D015858,C0003081
12275,DIS,,C0012555
12276,DIS,,C0153595
12282,DIS,,C0265066
12286,DIS,,C1336711
12287,DIS,D006479,C0019099
1229,DIS,,"C0036349, C0154354"
12294,DIS,,C0154437
12297,DIS,D014607,C0042170
12298,DIS,,C0546835
12304,DIS,,C0155163
12305,DIS,,
12306,DIS,,
12307,DIS,,C0155104
12308,DIS,D007566,C0022350
12309,DIS,D014582,C0042111
12311,DIS,,C0155105
12318,DIS,D003317,C0018179
12323,DIS,,C0694548
12325,DIS,,C0152102
12326,DIS,,C0155673
12328,DIS,D011502,C0086588
1233,DIS,,C0040774
12332,DIS,D006398,C0018931
12333,DIS,,C0156316
12335,DIS,,C0042374
12336,DIS,,
12337,DIS,,C0042341
12339,DIS,,C1335779
1234,DIS,,"C0029825, C0154467"
12341,DIS,,C0585129
12342,DIS,,C0948749
12347,DIS,,
12349,DIS,,C0154782
1235,DIS,,C0015957
12351,DIS,,C0001306
12355,DIS,,C0156291
12357,DIS,,C0155508
12358,DIS,,C0155434
12359,DIS,,C0155264
12360,DIS,,C0155272
12361,DIS,D006111,C0018213
12362,DIS,,C0155265
12363,DIS,,C0155270
12364,DIS,,C0155271
12365,DIS,D008288,C0024530
12369,DIS,,C0238502
1237,DIS,,C0155118
12375,DIS,D001996,C0006285
12376,DIS,D014897,C0152109
12377,DIS,,
12382,DIS,D017029,C0085417
12384,DIS,D004403,C0013369
12385,DIS,D004405,"C0013371, C0302358"
12386,DIS,D001447,C0004692
12387,DIS,D018500,C0162283
12388,DIS,D020790,C0687720
12395,DIS,,C0155190
12397,DIS,D004774,C0014390
12399,DIS,,C0030662
1240,DIS,D007938,C0023418
12400,DIS,,C0022734
12401,DIS,,"C0021776, C0152183"
12402,DIS,,C0016142
12403,DIS,D014008,C0040259
1241,DIS,,C0154806
1242,DIS,,
12424,DIS,,C0701822
1243,DIS,,C0496815
12445,DIS,,C0702143
12449,DIS,,
1245,DIS,D014846,"C0042995, C0375071"
12450,DIS,,
12451,DIS,D013436,C0038732
12465,DIS,,C0271847
12466,DIS,D006962,C0020503
1247,DIS,D001778,C0005779
12474,DIS,D017189,C0006897
12475,DIS,,C0158314
1248,DIS,,C0155169
12491,DIS,D020421,C0152179
125,DIS,,C1336939
12506,DIS,D020330,C0376175
1251,DIS,,C0152814
12510,DIS,,C0162291
12514,DIS,D012167,C0035321
1252,DIS,D014257,C0040954
12522,DIS,D011009,C0004681
12524,DIS,,C0154752
12526,DIS,D013641,C0039319
12527,DIS,,C0270909
12528,DIS,D020426,C0154748
12529,DIS,,C0154751
12531,DIS,D014842,C0042974
12537,DIS,,C0158295
1254,DIS,D014253,C0040948
12546,DIS,,C0155471
12549,DIS,D006506,C0019159
1255,DIS,D014252,C0040947
12550,DIS,D006501,C0019147
12554,DIS,D006463,C0019061
12556,DIS,D007683,C0022672
12557,DIS,D004370,C0013261
12558,DIS,D017246,C0162674
12559,DIS,,C0158447
12566,DIS,,C0156340
12568,DIS,,C0236824
12570,DIS,,C0152137
12571,DIS,,C0154959
12573,DIS,,C0158983
12574,DIS,D015866,C0042167
12577,DIS,D014524,C0041972
12580,DIS,,
12581,DIS,,C0263962
12583,DIS,,
12594,DIS,,C0178426
1260,DIS,D010249,C0030455
12603,DIS,,"C0085669, C1378511"
12637,DIS,,C1456251
12638,DIS,D046248,C0700639
12639,DIS,D011707,C0034194
12641,DIS,,C0158674
12642,DIS,D006551,"C0267725, C0376710"
12657,DIS,D000160,C0001163
12661,DIS,D020254,C0155930
12662,DIS,D010229,C0030409
12663,DIS,D001759,C0005716
12667,DIS,,C0005461
12668,DIS,,C0155010
12678,DIS,D006934,C0020437
12679,DIS,D009397,C0027709
12680,DIS,D020828,C0033790
12683,DIS,D020338,C0751908
12685,DIS,,C0236827
12689,DIS,D009464,C0027859
12697,DIS,D000080422,C0023944
12698,DIS,D006177,C0018418
127,DIS,D007889,C0023267
1270,DIS,,
12700,DIS,D002640,"C0008043, C0020514"
12704,DIS,,
12705,DIS,,
12707,DIS,D002527,C0007761
1271,DIS,,
12711,DIS,D010854,"C0031898, C0153249"
12712,DIS,,C0687120
12714,DIS,,
12716,DIS,D006819,C0020192
12718,DIS,,C0153208
1272,DIS,,
12720,DIS,,C0007775
12721,DIS,D010009,C0026760
1273,DIS,D018357,C0035235
12731,DIS,D015868,C0030593
12732,DIS,D015867,C0042166
12733,DIS,D006936,C0020441
12735,DIS,,C0495094
12750,DIS,D021866,C0343398
12753,DIS,,C0152440
12756,DIS,,C0153631
12759,DIS,D002830,"C0008523, C0153630"
1278,DIS,D020333,C0040381
12782,DIS,,C0155196
12783,DIS,D020326,C0338480
12785,DIS,D003929,C0271680
1279,DIS,,
12797,DIS,,C0018526
12798,DIS,,
12799,DIS,,
12800,DIS,,
12801,DIS,,
12802,DIS,,
12803,DIS,,
12804,DIS,,
12809,DIS,,C1300133
1283,DIS,D006547,C0205792
12835,DIS,D011782,C0034372
12836,DIS,,C0155188
12837,DIS,D013958,C0040127
1284,DIS,,C0029801
12841,DIS,D000724,C0002831
12842,DIS,D020275,C0018378
12849,DIS,,C0004352
1285,DIS,D012002,C0034882
12857,DIS,,C0149846
12858,DIS,D006816,C0020179
12859,DIS,,
1287,DIS,D002318,C0007222
12883,DIS,,C0020604
12889,DIS,D019846,C0393799
1289,DIS,,
12894,DIS,D012859,"C0086981, C1527336"
12895,DIS,D007638,C0022575
12897,DIS,D013364,C0038557
12899,DIS,,C0266995
12900,DIS,D008882,C0026103
12901,DIS,D012797,C0037033
12904,DIS,,C0026686
12905,DIS,D015494,C0036091
12918,DIS,,C0040021
12919,DIS,,C0152072
12926,DIS,D007000,C0020607
12927,DIS,D012610,C0036465
12929,DIS,,C0014117
1293,DIS,,C1334357
12930,DIS,D002311,C0007193
